Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Critica_Profesional,Critica_Usuario,Tiene_Rating,Global_Sales_norm
Puyo Puyo Tetris,PSV,2014.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Sushi Go-Round,Wii,2010.0,Simulation,Asylum Entertainment,0.04,0.0,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
NightCaster II: Equinox,X,2002.0,Action,Jaleco,0.03,0.01,0.0,0.0,0.05,46.0,12.0,7.0,4.0,T,Sí,Sí,Sí,0.038461538461538464
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
SD Gundam G Generation World,Wii,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Winter Sports 2011,PS3,2011.0,Sports,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,,,,,,No,No,No,0.038461538461538464
Time Crisis: Project Titan,PS,2001.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,71.0,13.0,6.7,6.0,T,Sí,Sí,Sí,0.038461538461538464
The Sims,PC,2000.0,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05,92.0,38.0,7.9,458.0,T,Sí,Sí,Sí,0.038461538461538464
Billy the Wizard: Rocket Broomstick Racing,Wii,2007.0,Racing,Metro 3D,0.04,0.0,0.0,0.0,0.05,,,0.3,4.0,E,No,Sí,Sí,0.038461538461538464
Ys: The Ark of Napishtim,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,64.0,29.0,7.3,13.0,E10+,Sí,Sí,Sí,0.038461538461538464
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Crusader: No Remorse,PS,1996.0,Adventure,Electronic Arts,0.03,0.02,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Black & Bruised,GC,2003.0,Fighting,Vivendi Games,0.04,0.01,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Winter Sports 3: The Great Tournament,Wii,2010.0,Sports,Tradewest,0.02,0.02,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
FIFA Soccer 10,PC,2009.0,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,72.0,14.0,3.8,59.0,E,Sí,Sí,Sí,0.038461538461538464
World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006.0,Misc,Activision,0.04,0.0,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Tom Clancys Rainbow Six: Lockdown,GC,2005.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05,72.0,8.0,7.8,5.0,M,Sí,Sí,Sí,0.038461538461538464
Civilization Beyond Earth: Rising Tide,PC,2015.0,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Full Spectrum Warrior: Ten Hammers,X,2006.0,Strategy,THQ,0.03,0.01,0.0,0.0,0.05,69.0,27.0,,,M,Sí,No,Sí,0.038461538461538464
FIFA Manager 12,PC,2011.0,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,72.0,11.0,3.9,24.0,E,Sí,Sí,Sí,0.038461538461538464
Turok: Dinosaur Hunter,N64,1997.0,Shooter,Acclaim Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
MiniCopter: Adventure Flight,Wii,2007.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
Balloon Pop,Wii,2007.0,Puzzle,505 Games,0.04,0.0,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
Taiko no Tatsujin Portable 2,PSP,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Gitaroo Man,PS2,2001.0,Misc,THQ,0.02,0.02,0.0,0.01,0.05,82.0,21.0,8.7,25.0,E,Sí,Sí,Sí,0.038461538461538464
Age of Mythology: The Titans,PC,2003.0,Strategy,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,84.0,25.0,8.7,122.0,T,Sí,Sí,Sí,0.038461538461538464
Super Bubble Pop,GC,2003.0,Puzzle,Jaleco,0.04,0.01,0.0,0.0,0.05,54.0,12.0,,,E,Sí,No,Sí,0.038461538461538464
Dead Rising 2,PS4,2016.0,Action,Capcom,0.02,0.0,0.02,0.01,0.05,82.0,4.0,6.6,9.0,M,Sí,Sí,Sí,0.038461538461538464
Code Lyoko,DS,2007.0,Action,Game Factory,0.03,0.01,0.0,0.0,0.05,63.0,11.0,6.8,13.0,E10+,Sí,Sí,Sí,0.038461538461538464
Apassionata: Die Galanacht der Pferde,DS,2009.0,Simulation,RTL,0.0,0.04,0.0,0.01,0.05,,,,,,No,No,No,0.038461538461538464
Battleship / Connect Four / Sorry! / Trouble,DS,2006.0,Puzzle,"Destination Software, Inc",0.04,0.0,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
World Championship Poker: Featuring Howard Lederer - All In,X360,2006.0,Misc,Oxygen Interactive,0.04,0.0,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Time Travelers,PSV,2012.0,Adventure,Level 5,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Amnesia Later,PSP,2012.0,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
SpongeBob SquarePants: Planktons Robotic Revenge,X360,2013.0,Shooter,Activision,0.04,0.0,0.0,0.0,0.05,,,6.1,13.0,E10+,No,Sí,Sí,0.038461538461538464
Test Drive Le Mans,PS,1999.0,Racing,Infogrames,0.03,0.02,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Intellivision Lives!,X,2004.0,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Crazy Chicken: Atlantis Quest,DS,2007.0,Platform,Phenomedia,0.04,0.0,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011.0,Adventure,ChunSoft,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Counter Force,Wii,2007.0,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05,,,,,E10+,No,No,Sí,0.038461538461538464
Centipede: Infestation,3DS,2011.0,Shooter,Atari,0.04,0.0,0.0,0.0,0.05,,,,,E10+,No,No,Sí,0.038461538461538464
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014.0,Action,FuRyu,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Cabelas Trophy Bucks,X360,2007.0,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,39.0,4.0,3.0,4.0,T,Sí,Sí,Sí,0.038461538461538464
The Lost Treasures of Alexandria,DS,2011.0,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.05,,,,,,No,No,No,0.038461538461538464
Yaiba: Ninja Gaiden Z,X360,2014.0,Action,Tecmo Koei,0.03,0.01,0.0,0.0,0.05,50.0,20.0,5.3,43.0,M,Sí,Sí,Sí,0.038461538461538464
Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Rock of the Dead,X360,2010.0,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05,48.0,7.0,4.8,4.0,T,Sí,Sí,Sí,0.038461538461538464
Atelier Ayesha: The Alchemist of Dusk,PSV,2014.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Romance of the Three Kingdoms 13,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Monster Jam: Maximum Destruction,GC,2002.0,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Big Air Freestyle,GC,2002.0,Racing,Atari,0.04,0.01,0.0,0.0,0.05,56.0,12.0,,,T,Sí,No,Sí,0.038461538461538464
Rimo-Cocoron,PS2,2001.0,Action,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
The Berenstain Bears and the Spooky Old Tree,GBA,2005.0,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
Pool Party,Wii,2007.0,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,32.0,13.0,0.7,6.0,E,Sí,Sí,Sí,0.038461538461538464
Toukiden Kiwami,PSP,2014.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Mike Tyson Heavyweight Boxing,X,2002.0,Sports,Codemasters,0.03,0.01,0.0,0.0,0.05,37.0,13.0,,,T,Sí,No,Sí,0.038461538461538464
Company of Heroes,PC,2006.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,93.0,55.0,8.8,1136.0,M,Sí,Sí,Sí,0.038461538461538464
Rapala Fishing Frenzy 2009,X360,2008.0,Sports,Activision,0.04,0.0,0.0,0.0,0.05,41.0,5.0,7.2,6.0,E,Sí,Sí,Sí,0.038461538461538464
Hakuouki: Bakumatsu Musou Roku,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
MX vs. ATV Supercross Encore,XOne,2015.0,Sports,Nordic Games,0.04,0.0,0.0,0.0,0.05,45.0,4.0,,,,Sí,No,No,0.038461538461538464
Hiiro no Kakera DS,DS,2008.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Jonah Lomu Rugby Challenge,PC,2011.0,Sports,Home Entertainment Suppliers,0.0,0.04,0.0,0.01,0.05,,,,,,No,No,No,0.038461538461538464
Wonder World Amusement Park,Wii,2008.0,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05,37.0,9.0,4.5,4.0,E,Sí,Sí,Sí,0.038461538461538464
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011.0,Adventure,Comfort,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Mahjong 3D: Warriors of the Emperor,3DS,2011.0,Misc,DTP Entertainment,0.0,0.04,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
The Misadventures of Tron Bonne,PS,1999.0,Adventure,Eidos Interactive,0.03,0.02,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Silent Hunter: Wolves of the Pacific,PC,2007.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,79.0,22.0,7.0,41.0,T,Sí,Sí,Sí,0.038461538461538464
Wing Island,Wii,2006.0,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05,47.0,32.0,4.9,8.0,E,Sí,Sí,Sí,0.038461538461538464
Black Jack vs. Matsudajun,PS,2000.0,Misc,Pony Canyon,0.03,0.02,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Clever Kids: Creepy Crawlies,DS,2009.0,Action,Midas Interactive Entertainment,0.0,0.04,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Brave Story: New Traveller (jp sales),PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Wrath Unleashed,X,2004.0,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05,69.0,32.0,7.0,4.0,T,Sí,Sí,Sí,0.038461538461538464
Hitman (2016),PS4,2016.0,Action,Square Enix,0.0,0.04,0.0,0.01,0.05,,,,,,No,No,No,0.038461538461538464
March of the Penguins,DS,2006.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,34.0,8.0,1.7,6.0,E,Sí,Sí,Sí,0.038461538461538464
Lips: Deutsche Partyknaller,X360,2009.0,Misc,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,,,,,,No,No,No,0.038461538461538464
Garou Densetsu 3: Road to the Final Victory,SAT,1996.0,Fighting,SNK,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Professor Heinz Wolffs Gravity,DS,2008.0,Puzzle,Deep Silver,0.04,0.0,0.0,0.0,0.05,53.0,9.0,,,E,Sí,No,Sí,0.038461538461538464
Bleach: Soul Carnival,PSP,2008.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Boing! Docomodake DS,DS,2007.0,Puzzle,Ignition Entertainment,0.04,0.0,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Double Dragon Advance,GBA,2003.0,Action,Atlus,0.03,0.01,0.0,0.0,0.05,75.0,21.0,8.4,5.0,T,Sí,Sí,Sí,0.038461538461538464
Gummy Bears Mini Golf,DS,2010.0,Sports,Storm City Games,0.04,0.0,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Color Cross,DS,2008.0,Misc,Rising Star Games,0.04,0.0,0.0,0.0,0.05,72.0,6.0,,,E,Sí,No,Sí,0.038461538461538464
Bubble Bobble Revolution,DS,2005.0,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,38.0,19.0,6.2,6.0,E,Sí,Sí,Sí,0.038461538461538464
Sesame Street: Elmos A-to-Zoo Adventure,PC,2010.0,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.0,0.05,,,,,EC,No,No,Sí,0.038461538461538464
The Bible Game,X,2005.0,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,60.0,6.0,2.7,13.0,E,Sí,Sí,Sí,0.038461538461538464
Supreme Commander,PC,2007.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,86.0,44.0,8.3,263.0,E10+,Sí,Sí,Sí,0.038461538461538464
Inspector Gadget: Gadgets Crazy Maze,PS,2001.0,Puzzle,Ubisoft,0.03,0.02,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
World Fantasista,PS2,2002.0,Sports,SquareSoft,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Wolfenstein,PC,2009.0,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,74.0,41.0,7.2,266.0,M,Sí,Sí,Sí,0.038461538461538464
Yager,X,2003.0,Shooter,THQ,0.03,0.01,0.0,0.0,0.05,70.0,19.0,9.3,9.0,T,Sí,Sí,Sí,0.038461538461538464
River City Soccer Hooligans,DS,2010.0,Sports,Arc System Works,0.04,0.0,0.01,0.0,0.05,,,,,T,No,No,Sí,0.038461538461538464
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006.0,Misc,Nintendo,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Beastly Frantic Foto,DS,2011.0,Puzzle,Storm City Games,0.04,0.0,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
Cocoto Kart Racer,DS,2004.0,Racing,Big Ben Interactive,0.04,0.0,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
Cesar Millans Dog Whisperer,DS,2008.0,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.05,,,8.6,9.0,E,No,Sí,Sí,0.038461538461538464
Futurama,X,2003.0,Platform,SCi,0.03,0.01,0.0,0.0,0.05,58.0,21.0,6.9,14.0,T,Sí,Sí,Sí,0.038461538461538464
Pool Hall Pro,Wii,2009.0,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.05,62.0,5.0,5.3,4.0,E,Sí,Sí,Sí,0.038461538461538464
Microsoft Train Simulator,PC,2001.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,84.0,16.0,8.4,21.0,E,Sí,Sí,Sí,0.038461538461538464
Guild Wars Trilogy,PC,2005.0,Role-Playing,NCSoft,0.0,0.04,0.0,0.01,0.05,,,8.8,8.0,T,No,Sí,Sí,0.038461538461538464
Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011.0,Misc,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999.0,Racing,Takara,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Hakuouki SSL: Sweet School Life,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Activision Anthology,GBA,2003.0,Misc,Activision,0.03,0.01,0.0,0.0,0.05,79.0,13.0,,,E,Sí,No,Sí,0.038461538461538464
Wayne Gretzkys 3D Hockey 98,PS,1997.0,Sports,GT Interactive,0.03,0.02,0.0,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Pony Friends,DS,2007.0,Simulation,Eidos Interactive,0.0,0.04,0.0,0.01,0.05,67.0,8.0,6.6,12.0,E,Sí,Sí,Sí,0.038461538461538464
Mark McMorris Infinite Air,PS4,2016.0,Sports,FuRyu Corporation,0.04,0.0,0.0,0.01,0.05,50.0,16.0,7.2,43.0,T,Sí,Sí,Sí,0.038461538461538464
Trigger Man,X,2004.0,Shooter,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,31.0,5.0,,,T,Sí,No,Sí,0.038461538461538464
Assassins Creed: Altairs Chronicles,DS,2008.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05,58.0,30.0,6.2,31.0,T,Sí,Sí,Sí,0.038461538461538464
Kimi ni Todoke: Tsutaeru Kimochi,DS,2011.0,Adventure,Banpresto,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Bad Boys: Miami Takedown,GC,2004.0,Shooter,Empire Interactive,0.03,0.01,0.0,0.0,0.05,35.0,11.0,2.0,9.0,M,Sí,Sí,Sí,0.038461538461538464
Short Track Racing: Trading Paint,PS2,2009.0,Racing,THQ,0.02,0.02,0.0,0.01,0.05,,,,,E,No,No,Sí,0.038461538461538464
Fantastic Four: Rise of the Silver Surfer,Wii,2007.0,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,39.0,16.0,5.9,15.0,T,Sí,Sí,Sí,0.038461538461538464
Galaxy Racers,DS,2010.0,Racing,Ubisoft,0.04,0.0,0.0,0.0,0.05,,,,,E,No,No,Sí,0.038461538461538464
Game no Kanzume Vol 1,SCD,1994.0,Misc,Sega,0.0,0.0,0.04,0.0,0.05,,,,,,No,No,No,0.038461538461538464
Rat Attack!,PS,1999.0,Puzzle,Mindscape,0.03,0.02,0.0,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Black Mirror 2,PC,2009.0,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.04,,,,,,No,No,No,0.028846153846153844
Blood Bowl,PC,2009.0,Sports,Focus Home Interactive,0.02,0.02,0.0,0.01,0.04,72.0,34.0,6.5,57.0,T,Sí,Sí,Sí,0.028846153846153844
S\xc3\xa9bastien Loeb Rally Evo,PS4,2016.0,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04,71.0,28.0,8.1,73.0,E,Sí,Sí,Sí,0.028846153846153844
Danny Phantom: Urban Jungle,DS,2006.0,Action,THQ,0.04,0.0,0.0,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005.0,Role-Playing,Banpresto,0.0,0.0,0.04,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Forza Motorsport 3: Ultimate Edition,X360,2010.0,Racing,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.04,,,,,,No,No,No,0.028846153846153844
Sotsugyou II: Neo Generation,PS,1995.0,Simulation,Riverhillsoft,0.0,0.0,0.04,0.0,0.04,,,,,,No,No,No,0.028846153846153844
The King of Fighters 2002: Unlimited Match,PS2,2009.0,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Ford Bold Moves Street Racing,PSP,2006.0,Racing,Xplosiv,0.04,0.0,0.0,0.0,0.04,52.0,19.0,,,E,Sí,No,Sí,0.028846153846153844
Looney Tunes: Cartoon Conductor,DS,2008.0,Misc,Eidos Interactive,0.04,0.0,0.0,0.0,0.04,67.0,17.0,,,E,Sí,No,Sí,0.028846153846153844
Art of Fighting Anthology,PS2,2006.0,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,60.0,19.0,7.0,4.0,T,Sí,Sí,Sí,0.028846153846153844
Lux-Pain,DS,2008.0,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.04,48.0,33.0,6.2,18.0,T,Sí,Sí,Sí,0.028846153846153844
The Tale of Despereaux,Wii,2008.0,Platform,Brash Entertainment,0.04,0.0,0.0,0.0,0.04,,,,,E10+,No,No,Sí,0.028846153846153844
Rapala Trophies,PSP,2006.0,Sports,Activision,0.04,0.0,0.0,0.0,0.04,,,9.0,4.0,E,No,Sí,Sí,0.028846153846153844
Phoenix Wright: Revived Turnabout,DS,2008.0,Misc,Capcom,0.0,0.0,0.04,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Enemy Front,X360,2014.0,Shooter,Namco Bandai Games,0.02,0.03,0.0,0.0,0.04,35.0,8.0,5.8,78.0,M,Sí,Sí,Sí,0.028846153846153844
Active Life: Magical Carnival,Wii,2011.0,Misc,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,,,,,E,No,No,Sí,0.028846153846153844
National Geographic Panda (US sales),DS,2008.0,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Tomoyo After: Its a Wonderful Life CS Edition,PSP,2009.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,,,,,,No,No,No,0.028846153846153844
The Hustle: Detroit Streets,PS2,2006.0,Sports,Activision,0.02,0.02,0.0,0.01,0.04,46.0,5.0,,,T,Sí,No,Sí,0.028846153846153844
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995.0,Misc,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Guilty Gear XX Accent Core,PS2,2007.0,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,77.0,9.0,8.3,16.0,T,Sí,Sí,Sí,0.028846153846153844
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005.0,Misc,Success,0.0,0.0,0.04,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Saint Seiya: Soldiers Soul,PS3,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,6.3,4.0,T,No,Sí,Sí,0.028846153846153844
Mafia,PC,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04,88.0,27.0,9.1,874.0,M,Sí,Sí,Sí,0.028846153846153844
Life is Strange,PC,2016.0,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,15.0,8.6,1659.0,M,Sí,Sí,Sí,0.028846153846153844
Cheer We Go!,DS,2010.0,Misc,Natsume,0.04,0.0,0.0,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Greys Anatomy: The Video Game,DS,2009.0,Adventure,Ubisoft,0.03,0.01,0.0,0.0,0.04,,,7.5,4.0,T,No,Sí,Sí,0.028846153846153844
Berserk and the Band of the Hawk,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,M,No,No,Sí,0.028846153846153844
Millipede / Super Breakout / Lunar Lander,GBA,2005.0,Misc,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,,,,,E,No,No,Sí,0.028846153846153844
Disney's Donald Duck: Goin Quackers,GC,2002.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,61.0,7.0,3.0,4.0,E,Sí,Sí,Sí,0.028846153846153844
World Trigger: Borderless Mission,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Assault Rigs,PS,1996.0,Action,Electronic Arts Victor,0.02,0.02,0.0,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Song of the Deep,PC,2016.0,Action,Insomniac Games,0.04,0.0,0.0,0.0,0.04,73.0,12.0,6.5,16.0,E,Sí,Sí,Sí,0.028846153846153844
Yes! PreCure 5,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Fantastic Four: Rise of the Silver Surfer,DS,2007.0,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,35.0,8.0,4.8,13.0,E10+,Sí,Sí,Sí,0.028846153846153844
Resident Evil 5 HD,PS4,2016.0,Action,Capcom,0.03,0.0,0.01,0.01,0.04,,,,,,No,No,No,0.028846153846153844
Operation Flashpoint: Elite,X,2005.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04,64.0,24.0,8.3,27.0,T,Sí,Sí,Sí,0.028846153846153844
Virtua Tennis 3,X360,2007.0,Sports,Sega,0.03,0.01,0.0,0.0,0.04,80.0,34.0,6.8,26.0,E,Sí,Sí,Sí,0.028846153846153844
Candace Kanes Candy Factory,DS,2008.0,Action,Destineer,0.04,0.0,0.0,0.0,0.04,,,,,E,No,No,Sí,0.028846153846153844
Nandas Island,DS,2009.0,Puzzle,Phenomedia,0.04,0.0,0.0,0.0,0.04,,,,,E,No,No,Sí,0.028846153846153844
"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001.0,Action,Red Storm Entertainment,0.02,0.02,0.0,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Tropico 3,PC,2009.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.04,79.0,48.0,8.2,186.0,T,Sí,Sí,Sí,0.028846153846153844
Sushi Go-Round,DS,2010.0,Simulation,Asylum Entertainment,0.04,0.0,0.0,0.0,0.04,,,,,E,No,No,Sí,0.028846153846153844
Front Mission,DS,2007.0,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,72.0,19.0,8.9,9.0,E10+,Sí,Sí,Sí,0.028846153846153844
Jewel Master: Cradle Of Rome 2,PC,2011.0,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.04,,,,,,No,No,No,0.028846153846153844
World Championship Spelling,DS,2010.0,Misc,505 Games,0.04,0.0,0.0,0.0,0.04,,,,,E,No,No,Sí,0.028846153846153844
Call of Duty: Modern Warfare Trilogy,PS3,2016.0,Shooter,Activision,0.02,0.02,0.0,0.01,0.04,,,7.0,5.0,M,No,Sí,Sí,0.028846153846153844
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008.0,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,,No,No,No,0.028846153846153844
Haikyu!! Cross Team Match!,3DS,2016.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,No,No,No,0.028846153846153844
